vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
"The Beauty Bus, Abilene",abilenebeautybus.com,dr.sara@abilenebeautybus.com,dr.sara@abilenebeautybus.com; beautybusbrownwood@gmail.com,yes,ok,https://abilenebeautybus.com,medspa,GLP-1 weight loss peptides,4
"Aesthetic Essentials, Willoughby Hills",ae2aestheticessentials.com,rschott8880@gmail.com,rschott8880@gmail.com,yes,ok,https://ae2aestheticessentials.com,medspa,tirzepatide,1
Apex Fit (Orlando),apexfit.com,info@apexfit.com,info@apexfit.com,yes,ok,https://apexfit.com,medspa,"semaglutide, tirzepatide",4
"Aesthetic Surgery Associates, Allentown",asasurgery.com,info@asasurgery.com,info@asasurgery.com,yes,ok,https://asasurgery.com,medspa,GLP-1 weight loss peptides,3
"Austin Wellness Solutions, Thornton",austinwellnesssolutions.org,austinwellnesssolutions@gmail.com,austinwellnesssolutions@gmail.com,yes,ok,https://austinwellnesssolutions.org,medspa,"semaglutide, tirzepatide",10
"Axis HealthCare, Tulsa",axishealth.net,peptide@axishealth.net,peptide@axishealth.net,yes,ok,https://axishealth.net,medspa,"semaglutide, tirzepatide, nad+, sermorelin, pt-141",5
"Beautologie Cosmetic Surgery &#038; Medspa, Stockton",beautologie.com,info@beautologie.com,info@beautologie.com,yes,ok,https://beautologie.com,medspa,semaglutide,3
Beauty Refined,beautyrefined.us,hello@beautyrefined.us,hello@beautyrefined.us,yes,ok,https://beautyrefined.us,medspa,"semaglutide, tirzepatide",10
BioLounge,bioloungepdx.com,info@bioloungepdx.com,info@bioloungepdx.com,yes,ok,https://bioloungepdx.com,medspa,,3
"Bodenvy, Tulsa",bodenvy.com,jim@bodenvy.com,jim@bodenvy.com,yes,ok,https://bodenvy.com,vendor,GLP-1 weight loss peptides,2
Body Goals MedSpa,body-goals-medspa.myshopify.com,naomi.l@bodygoalsmedspa.com,naomi.l@bodygoalsmedspa.com,yes,ok,https://body-goals-medspa.myshopify.com,medspa,GLP-1 weight loss peptides,3
CareNexus,carenexuspc.com,info@carenexuspc.com,info@carenexuspc.com,yes,ok,https://carenexuspc.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",21
Cenegenics Chicago,cenegenics.com,info@cenegenics.com,info@cenegenics.com,yes,ok,https://cenegenics.com,medspa,"tirzepatide, selank",7
Chicagoland Men’s Health,chicagolandmenshealth.com,info@chicagolandmenshealth.com,info@chicagolandmenshealth.com,yes,ok,https://chicagolandmenshealth.com,medspa,"semaglutide, nad+, sermorelin",9
Northwestern Medical Weight Loss Clinic,chicagonwmedicalweightloss.com,info@chicagonwmedicalweightloss.com,info@chicagonwmedicalweightloss.com,yes,ok,https://chicagonwmedicalweightloss.com,medspa,semaglutide,2
Chicago Weight Loss and Vitality Clinic,chicagoweightlossclinic.com,info@chicagoweightlossclinic.com,info@chicagoweightlossclinic.com,yes,ok,https://chicagoweightlossclinic.com,medspa,"nad+, glutathione, kpv",7
Colorado Optimal Health North (Lakewood),coloradooptimalhealth.com,info@coloradooptimalhealth.com,info@coloradooptimalhealth.com,yes,ok,https://coloradooptimalhealth.com,medspa,"semaglutide, tirzepatide, nad+",5
"Compassion Family Medicine, Tulsa",compassionfamilymed.com,compassionfamilymedicine@gmail.com,compassionfamilymedicine@gmail.com,yes,ok,https://compassionfamilymed.com,medspa,,2
"Confidence Bar, Pittsburgh",confidencebar.com,confidencebar3@gmail.com,confidencebar3@gmail.com,yes,ok,https://confidencebar.com,medspa,glutathione,3
Contours,contoursco.com,info@contoursco.com,info@contoursco.com,yes,ok,https://contoursco.com,medspa,GLP-1 weight loss peptides,5
"Corpus Christi Plastic Surgery and MedSpa- Dr. Vijay Bindingnavele, Co",corpusplasticsurgery.com,ericjonesmyemail@gmail.com,ericjonesmyemail@gmail.com,yes,ok,https://corpusplasticsurgery.com,medspa,"semaglutide, tirzepatide",5
"Cru Clinic, Ontario",cruclinic.com,info@cruclinic.com,info@cruclinic.com,yes,ok,https://cruclinic.com,medspa,GLP-1 weight loss peptides,3
Cunningham Clinic,cunninghamclinic.com,info@cunninghamclinic.com,info@cunninghamclinic.com,yes,ok,https://cunninghamclinic.com,medspa,GLP-1 weight loss peptides,3
"Denton Family Practice Clinic, Denton",dentonfpc.com,info@dentonfpc.com,info@dentonfpc.com,yes,ok,https://dentonfpc.com,medspa,"semaglutide, tirzepatide",3
"Dharma Wellness MedSpa, Beaumont",dharmawellnessmedspa.com,dharmawellnessmedspa@gmail.com,dharmawellnessmedspa@gmail.com; %20dharmawellnessmedspa@gmail.com,yes,ok,https://dharmawellnessmedspa.com,medspa,"bpc-157, tb-500, thymosin alpha-1, ipamorelin, cjc-1295, ghk-cu",16
"Docs Wellness, Lawton",docswellness.com,info@docswellness.com,info@docswellness.com,yes,ok,https://docswellness.com,medspa,"semaglutide, tirzepatide",7
Dr. G&#39;s Weightloss Brickell,drgsweightloss.com,support@drgsweightloss.com,marketing@drgsweightloss.com; tampa.florida@drgsweightloss.com; support@drgsweightloss.com,yes,ok,https://drgsweightloss.com/contact-us,vendor,GLP-1 weight loss peptides,2
"DrNewMed, Scottsdale",drnewmed.com,care@drnewmed.com,care@drnewmed.com,yes,ok,https://drnewmed.com,medspa,"semaglutide, tirzepatide",3
"EASY WEIGHT LOSS, Tulsa",easyweightlosstulsa.com,info@easyweightlosstulsa.com,info@easyweightlosstulsa.com,yes,ok,https://easyweightlosstulsa.com,medspa,semaglutide,3
