vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
417 Health &#038; Wellness,417healthwellness.com,info@417healthwellness.com,info@417healthwellness.com,yes,ok,https://417healthwellness.com,medspa,"bpc-157, tb-500, ipamorelin, sermorelin, tesamorelin, cjc-1295",20
"6 Day Weight Loss, Palmdale",6dayweightloss.com,info@6dayweightloss.com,info@6dayweightloss.com,yes,ok,https://6dayweightloss.com,medspa,nad+,3
88MED,88med.com,info@88med.com,info@88med.com,yes,ok,https://88med.com,medspa,"semaglutide, tirzepatide, sermorelin, tesamorelin, pt-141",13
A Beautiful You Medical Spa,abeautifulyoumedicalspa.com,clientservices@abeautifulyoumedicalspa.com,clientservices@abeautifulyoumedicalspa.com,yes,ok,https://abeautifulyoumedicalspa.com,medspa,"semaglutide, ghk-cu",13
"Absolutely Gorgeous You MedSpa, El Paso",absolutelygorgeousyou.com,info@absolutelygorgeousyou.com,info@absolutelygorgeousyou.com; mayela@absolutelygorgeousyou.com,yes,ok,https://absolutelygorgeousyou.com,medspa,"semaglutide, tirzepatide",2
"Denver Medical Weight Loss, Denver",accessmedicalweightloss.com,accessmedical1@hotmail.com,accessmedical1@hotmail.com,yes,ok,https://accessmedicalweightloss.com,medspa,"semaglutide, tirzepatide",7
Adaptive Medical Weight Management,adaptiveweightmanagement.com,contact@adaptiveweightmanagement.com,contact@adaptiveweightmanagement.com,yes,ok,https://adaptiveweightmanagement.com,vendor,GLP-1 weight loss peptides,4
Advanced Wellness &amp; Rehab,advancedbackrehab.com,integrativemswichita@gmail.com,integrativemswichita@gmail.com,yes,ok,https://advancedbackrehab.com,medspa,"semaglutide, tirzepatide, glutathione",10
Aetheria Aesthetics &amp; Wellness,aetheriaaesthetics.com,info@aetheriaaesthetics.com,info@aetheriaaesthetics.com,yes,ok,https://aetheriaaesthetics.com,medspa,"semaglutide, tirzepatide, nad+, ipamorelin, sermorelin, tesamorelin",13
"America&#8217;s Family Doctors &#038; Walk-In Clinics, Smyrna",afdclinics.com,hello@afdclinics.com,hello@afdclinics.com; brentwood@afdclinics.com; smyrna@afdclinics.com; springhill@afdclinics.com; immigration@afdclinics.com; rapteam@afdclinics.com; billing@afdclinics.com; televisits@afdclinics.com,yes,ok,https://afdclinics.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin",11
Ageless Medical Spa &amp; Hair Restoration,agelessrxsc.com,info@agelessrxsc.com,info@agelessrxsc.com,yes,ok,https://agelessrxsc.com,medspa,"semaglutide, tirzepatide",4
AgeWait,agewait.com,laurac@agewait.com,bandedefforts@gmail.com; laurac@agewait.com,yes,ok,https://agewait.com,medspa,"semaglutide, exenatide, ipamorelin, sermorelin, glutathione",11
Alaska Premier Health,alaskapremierhealth.com,team@alaskapremierhealth.com,team@alaskapremierhealth.com,yes,ok,https://alaskapremierhealth.com,medspa,"semaglutide, tirzepatide, liraglutide, exenatide, dulaglutide",15
Alive Miami,alivemiami.com,info@alivemiami.com,info@alivemiami.com,yes,ok,https://alivemiami.com,medspa,"bpc-157, tb-500, nad+, mots-c, epithalon, selank",19
Alluring Aesthetics Beauty &amp; Wellness,alluringabw.com,info@alluringabw.com,info@alluringabw.com,yes,ok,https://alluringabw.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, sermorelin",13
