vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
"Allure Aesthetics, Great Falls",406medspa.com,allure@406medspa.com,allure@406medspa.com,yes,ok,https://406medspa.com,medspa,GLP-1 weight loss peptides,2
"Radiance Aesthetics &#038; IV Infusion Bar, Terre Haute",812radiance.com,info@812radiance.com,info@812radiance.com,yes,ok,https://812radiance.com,medspa,"semaglutide, tirzepatide",7
Abundant Wellness &amp; Beauty Weight Loss,abundantwellnessandbeauty.com,abundantwellnessandbeauty@gmail.com,abundantwellnessandbeauty@gmail.com,yes,ok,https://abundantwellnessandbeauty.com,medspa,,4
"Admire Aesthetics, Medford",admireaesthetics.com,info@admireaesthetics.com,info@admireaesthetics.com; hello@admireaesthetics.com,yes,ok,https://admireaesthetics.com,medspa,GLP-1 weight loss peptides,5
"Advanced Aesthetics, Medford",advancedaestheticsboston.com,advancedaestheticsboston@gmail.com,advancedaestheticsboston@gmail.com,yes,ok,https://advancedaestheticsboston.com,medspa,GLP-1 weight loss peptides,4
"Advanced Functional Health and Wellness, LLC",advancedfunctionalhealth.com,afhwellness20@gmail.com,afhwellness20@gmail.com,yes,ok,https://advancedfunctionalhealth.com,medspa,"nad+, glutathione",6
"Advanced Healthcare Associates, Panama City",advancedhealthcareassociates.org,advancedhcassociates@gmail.com,advancedhcassociates@gmail.com,yes,ok,https://advancedhealthcareassociates.org,medspa,semaglutide,8
Advanced Medical &amp; Wellness Center Inc,advmwc.com,frontdesk@advmwc.com,frontdesk@advmwc.com,yes,ok,https://advmwc.com,medspa,,2
"Aesthetic Artistry Laser Center, Rockville",aestheticartistrymd.com,plcappointments@gmail.com,plcappointments@gmail.com,yes,ok,https://aestheticartistrymd.com,medspa,,1
Aesthetix Plus Medical Spa,aesthetixplus.com,info@aesthetixplus.com,info@aesthetixplus.com,yes,ok,https://aesthetixplus.com,medspa,"semaglutide, tirzepatide",3
Aesura Health,aesura.janeapp.com,aesurahealth@gmail.com,aesurahealth@gmail.com,yes,ok,https://aesura.janeapp.com,medspa,,3
"Ageless by Andrea, Haverhill",agelessaesthetics.co,afinny@agelessaesthetics.co,afinny@agelessaesthetics.co,yes,ok,https://agelessaesthetics.co,medspa,GLP-1 weight loss peptides,3
AgeMD,agemd.com,support@agemd.com,support@agemd.com,yes,ok,https://agemd.com,medspa,GLP-1 weight loss peptides,3
Agence,agencespa.com,ashley@agencespa.com,ashley@agencespa.com,yes,ok,https://agencespa.com,medspa,glutathione,4
"Allure Aesthetics, Sugar Land",allureaestheticsmd.com,info@allureaestheticsmd.com,info@allureaestheticsmd.com,yes,ok,https://allureaestheticsmd.com,medspa,GLP-1 weight loss peptides,4
Allure Aesthetics,allureaestheticsok.com,bethcannon@allureaestheticsok.com,bethcannon@allureaestheticsok.com,yes,ok,https://allureaestheticsok.com,medspa,glutathione,1
"Allure Aesthetic Center, Alpharetta",alluremedspa.com,info@allure-medspa.com,info@allure-medspa.com,yes,ok,https://alluremedspa.com,medspa,"nad+, semaglutide",11
"Alpha Health &#038; Wellness, Wellington",alphahealthwellness.com,info@alphahealthwellness.com,info@alphahealthwellness.com,yes,ok,https://alphahealthwellness.com,medspa,GLP-1 weight loss peptides,5
Androgenix Advanced Health &amp; Wellness Center,androgenixsolutions.com,info@androgenixsolutions.com,info@androgenixsolutions.com,yes,ok,https://androgenixsolutions.com,medspa,"semaglutide, nad+",11
"Apprize Medical LLC, Miami Beach",apprizemed.com,info@apprizemed.com,info@apprizemed.com; ma@apprizemed.com,yes,ok,https://apprizemed.com,medspa,"semaglutide, tirzepatide, bpc-157, sermorelin, tesamorelin, cjc-1295",12
Apricity Renew You Med Spa,apricityrenewyoumed.com,apricityrenewyoumedspa@gmail.com,apricityrenewyoumedspa@gmail.com,yes,ok,https://apricityrenewyoumed.com,medspa,"semaglutide, tirzepatide",4
Ascend Wellness,ascend-wellness.net,info@ascend-wellness.net,info@ascend-wellness.net,yes,ok,https://ascend-wellness.net,medspa,"semaglutide, tirzepatide",10
"Astre Wellness, Macon",astrewellness.com,info@astrewellness.com,info@astrewellness.com,yes,ok,https://astrewellness.com,medspa,GLP-1 weight loss peptides,6
Ballantyne Medical Associates,ballantynemedical.com,info@ballantynemedical.com,info@ballantynemedical.com,yes,ok,https://ballantynemedical.com,medspa,semaglutide,7
"Bawa Medical, Boca Raton",bawamedical.com,info@bawamedical.com,info@bawamedical.com,yes,ok,https://bawamedical.com,medspa,,2
"Beauty By Shei, Haverhill",beautybyshei.com,info@beautybyshei.com,info@beautybyshei.com,yes,ok,https://beautybyshei.com,medspa,semaglutide,2
"Beauty Lush Medspa, Plantation",beautylushmedspa.com,admin@beautylushmedspa.com,beautylushaesthetics@gmail.com; admin@beautylushmedspa.com,yes,ok,https://beautylushmedspa.com,medspa,"semaglutide, tirzepatide",4
"Belladerm Med Spa, Maple Grove",belladermmedspa.com,info@belladermmedspa.com,info@belladermmedspa.com,yes,ok,https://belladermmedspa.com,medspa,"semaglutide, tirzepatide",9
BeMediq,bemediq.com,support@bemediq.com,support@bemediq.com,yes,ok,https://bemediq.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",14
Body By Barefoot,bodybybarefootmd.com,bodybybarefootky@gmail.com,bodybybarefootky@gmail.com,yes,ok,https://bodybybarefootmd.com,vendor,"tirzepatide, semaglutide",8
Brenda Marshall MD,brendamarshallmd.com,brendamarshallmd@gmail.com,brendamarshallmd@gmail.com,yes,ok,https://brendamarshallmd.com,medspa,"semaglutide, tirzepatide, bpc-157",12
Calorie Counter,caloriecounterowasso.com,frontdesk@caloriecounterowasso.com,caloriecounterlabs@gmail.com; frontdesk@caloriecounterowasso.com; manager@caloriecounterowasso.com,yes,ok,https://caloriecounterowasso.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
CELLDEEP,celldeep.com,info@celldeep.com,info@celldeep.com,yes,ok,https://celldeep.com,medspa,"nad+, glutathione",6
"Medical Day Spa of Chapel Hill, Chapel Hill",chapelhilldayspa.com,spacoordinator@chapelhilldayspa.com,spacoordinator@chapelhilldayspa.com,yes,ok,https://chapelhilldayspa.com,medspa,GLP-1 weight loss peptides,3
Charleston Testosterone,charlestontestosterone.com,charlestontestosterone@gmail.com,charlestontestosterone@gmail.com,yes,ok,https://charlestontestosterone.com,medspa,glutathione,5
Charm Medical Aesthetics and Weight Loss,charmmedicalaesthetics.com,info@charmmedicalaesthetics.com,info@charmmedicalaesthetics.com,yes,ok,https://charmmedicalaesthetics.com,medspa,GLP-1 weight loss peptides,2
Coastal Wellness of Naples,coastalwellnessnaples.com,lisa@coastalwellnessnaples.com,lisa@coastalwellnessnaples.com,yes,ok,https://coastalwellnessnaples.com,vendor,"semaglutide, tirzepatide, nad+, glutathione",11
Come Thru Medical Weight Loss,comethru.net,info@comethru.net,info@comethru.net,yes,ok,https://comethru.net,medspa,"semaglutide, tirzepatide, retatrutide",7
"Copper Rock Clinic, St. George",copperrockclinic.com,info@copperrockclinic.com,info@copperrockclinic.com,yes,ok,https://copperrockclinic.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157",11
"Core Rejuvenation Wellness and MedSpa, Mansfield",corerejuvenationmedspa.com,info@corerejuvenationmedspa.com,info@corerejuvenationmedspa.com,yes,ok,https://corerejuvenationmedspa.com,medspa,,2
"CQ Med Gym, Laguna Niguel",cqmedgym.com,info@cqmedgym.com,info@cqmedgym.com,yes,ok,https://cqmedgym.com,medspa,"semaglutide, tirzepatide, retatrutide, cagrilintide, bpc-157, tb-500",25
"Total Anti-Aging and Wellness, Daytona Beach",daytonasantiaging.com,leah.totalantiaging@gmail.com,leah.totalantiaging@gmail.com,yes,ok,https://daytonasantiaging.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
Destination Regen: Regenerative Health &amp; Wellness Center —,destinationregen.com,support@destinationregen.com,support@destinationregen.com,yes,ok,https://destinationregen.com,medspa,,1
Dr. Neil Paulvin,doctorpaulvin.com,admin@doctorpaulvin.com,drpaulvin@doctorpaulvin.com; drpaulvin@gmail.com; admin@doctorpaulvin.com,yes,ok,https://doctorpaulvin.com,medspa,"liraglutide, nad+, tesamorelin, mots-c, semax, ghk-cu",10
Doses of Wellness-Orlando Med Aesthetics + Wellness,dosesofwellness.com,dosesofwellness@gmail.com,dosesofwellness@gmail.com,yes,ok,https://dosesofwellness.com,medspa,,1
Dr. Alobeid Weight Loss Institute Chicago,dralobeid.com,info@dralobeid.com,info@dralobeid.com,yes,ok,https://dralobeid.com,medspa,"semaglutide, tirzepatide",5
Dr. Gullo Stephen,drgullo.com,info@drgullo.com,info@drgullo.com,yes,ok,https://drgullo.com,medspa,semaglutide,2
Dr.Harris M.D. Weight Loss Clinic,drharrisweightloss.com,jdharrismedical@gmail.com,jdharrismedical@gmail.com; harrisweightloss@gmail.com,yes,ok,https://drharrisweightloss.com,medspa,"semaglutide, tirzepatide",10
"Dr. Hong Med Spa, Newton",drhongmedspa.com,info@drhongmedspa.com,info@drhongmedspa.com,yes,ok,https://drhongmedspa.com,medspa,,1
Edgewater Medical Clinic,drjacobsclinic.com,drbobbyjacobsokc@gmail.com,drbobbyjacobsokc@gmail.com,yes,ok,https://drjacobsclinic.com,medspa,"semaglutide, tirzepatide",3
"Dr. K&#8217;s Med Spa, Largo",drksmedspa.com,elemencemedspa@gmail.com,elemencemedspa@gmail.com,yes,ok,https://drksmedspa.com,medspa,GLP-1 weight loss peptides,3
"Duluth Med Spa by Aging Young Aesthetics, Duluth",duluthmedspa.com,info@duluthmedspa.com,info@duluthmedspa.com,yes,ok,https://duluthmedspa.com,medspa,"semaglutide, tirzepatide",9
Dr Goldberg,easyweightloss123.com,totalmedicaleg@gmail.com,totalmedicaleg@gmail.com,yes,ok,https://easyweightloss123.com,medspa,GLP-1 weight loss peptides,5
"Jeffrey C. Edman, MD, Santa Barbara",edmanclinic.net,drjeff@edmanclinic.net,drjeff@edmanclinic.net; jcedman@icloud.com,yes,ok,https://edmanclinic.net,medspa,"semaglutide, tirzepatide",9
Elevated Lifestyle,elevatedlifestylellc.com,cnichols@elevatedlifestylellc.com,cnichols@elevatedlifestylellc.com,yes,ok,https://elevatedlifestylellc.com,medspa,GLP-1 weight loss peptides,7
"Eternal Beauty Medical Aesthetics, Texarkana",eternalbeautytexarkana.com,ejjacobsen85@gmail.com,ejjacobsen85@gmail.com,yes,ok,https://eternalbeautytexarkana.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, thymosin alpha-1",27
EvoHealth Functional Medicine,evohealthkansas.com,info@evohealthkansas.com,info@evohealthkansas.com,yes,ok,https://evohealthkansas.com,medspa,GLP-1 weight loss peptides,6
Fit and Trim Weight Loss Clinic,fat-rx.com,info@fat-rx.com,info@fat-rx.com,yes,ok,https://fat-rx.com,medspa,"semaglutide, tirzepatide, sermorelin",12
Feel Good Weight Loss Clinic,feelgoodweightloss.com,info@feelgoodweightloss.com,info@feelgoodweightloss.com,yes,ok,https://feelgoodweightloss.com,medspa,GLP-1 weight loss peptides,2
FILD Studio,fildstudio.com,hello@fildstudio.com,hello@fildstudio.com,yes,ok,https://fildstudio.com,medspa,"semaglutide, tirzepatide",3
"The Center for Fully Functional Health, Carmel",fullyfunctional.com,office@fullyfunctional.com,office@fullyfunctional.com,yes,ok,https://fullyfunctional.com,medspa,semaglutide,5
"Good IV, Lake Oswego",goodivpdx.com,info@goodivpdx.com,goodivpdx@gmail.com; info@goodivpdx.com,yes,ok,https://goodivpdx.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
Green Beauty Aesthetics and Wellness,greenbeautywellness.com,melinda@greenbeautywellness.com,melinda@greenbeautywellness.com,yes,ok,https://greenbeautywellness.com,medspa,,1
Harbor Regenerative,harborregenerative.com,drlisa@harborregenerative.com,drlisa@harborregenerative.com,yes,ok,https://harborregenerative.com,medspa,semaglutide,5
Hazel and Honey Med Spa,hazelandhoneymedspa.com,shelby@hazelandhoneymedspa.com,shelby@hazelandhoneymedspa.com,yes,ok,https://hazelandhoneymedspa.com,medspa,GLP-1 weight loss peptides,6
Heal Clinic,healclinictx.com,office@healclinictx.com,office@healclinictx.com,yes,ok,https://healclinictx.com,medspa,,1
Health N Wellness Rx,healthnwellnessrx.com,info@healthnwellnessrx.com,info@healthnwellnessrx.com; nfo@healthnwellnessrx.com,yes,ok,https://healthnwellnessrx.com,medspa,nad+,6
National HRT,hgha.com,info@hgha.com,info@hgha.com,yes,ok,https://hgha.com,medspa,"sermorelin, ghrp-6",4
HGH Therapy Doctor,hghtherapydoctor.us,hghtherapydoctorus@gmail.com,hghtherapydoctorus@gmail.com; dallashghtherapydoctor@gmail.com; bostonhghtherapydoctor@gmail.com; chicagohghtherapydoctor@gmail.com; houstonhghtherapydoctor@gmail.com; losangeleshghtherapydoctor@gmail.com; phoenixhghdoctor@gmail.com; sanantoniohghdoctor@gmail.com,yes,ok,https://hghtherapydoctor.us,medspa,sermorelin,2
"Hillside Health, St. George",hillsidehealth.com,info@hillsidehealth.com,info@hillsidehealth.com,yes,ok,https://hillsidehealth.com,medspa,semaglutide,8
Holos Medical Spa LLC,holosmedicalspa.com,info@holosmedicalspa.com,info@holosmedicalspa.com,yes,ok,https://holosmedicalspa.com,medspa,"semaglutide, tirzepatide",10
Hormone Wellness Center,hwcoftexas.com,mary.greenwalt@hwcoftexas.com,mary.greenwalt@hwcoftexas.com; jenny.vardeman@hwcoftexas.com,yes,ok,https://hwcoftexas.com,medspa,GLP-1 weight loss peptides,5
"Hybrid Medical Solution, Boca Raton",hybridmedicalsolution.com,dr.moraes@hybridmedicalsolution.com,dr.moraes@hybridmedicalsolution.com,yes,ok,https://hybridmedicalsolution.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin beta-4, thymosin alpha-1",25
ICT Wellness and Aesthetics,ictwellness.com,some@gmail.com,some@gmail.com; ictwellness@icloud.com,yes,ok,https://ictwellness.com,medspa,glutathione,1
Identity Hormones and Healthcare,identityhormones.com,info@identityhormones.com,phoenix@identityhormones.com; denver@identityhormones.com; henderson@identityhormones.com; sugarhouse@identityhormones.com; info@identityhormones.com,yes,ok,https://identityhormones.com,medspa,,1
"Impact Family Wellness, Cedar Park",impactfamilywellness.com,admin@impactfamilywellness.com,admin@impactfamilywellness.com,yes,ok,https://impactfamilywellness.com,medspa,"semaglutide, tirzepatide",5
Increase My T,increasemyt.com,info@increasemyt.com,info@increasemyt.com,yes,ok,https://increasemyt.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin, hexarelin",15
"InfusaLounge Wellness Spa, Allen",infusalounge.com,scheduling@infusalounge.com,scheduling@infusalounge.com,yes,ok,https://infusalounge.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin alpha-1, nad+",21
Lume Wellness and Weight Loss,injectorbetsy.com,betsy@injectorbetsy.com,betsy@injectorbetsy.com,yes,ok,https://injectorbetsy.com,medspa,GLP-1 weight loss peptides,2
"Integrative Wellness &amp; Research Center, Inc",integrativewellness.org,clinic@integrativewellness.org,clinic@integrativewellness.org,yes,ok,https://integrativewellness.org,medspa,,1
"Intentional Wellness Medspa, LLC, Malden",intentionalwellnessmedspa.com,intentionalwellnessmedspa@gmail.com,intentionalwellnessmedspa@gmail.com,yes,ok,https://intentionalwellnessmedspa.com,medspa,"semaglutide, glutathione",3
Invictus Wellness Clinic,invictuswellnessclinic.com,patients@invictuswellnessclinic.com,patients@invictuswellnessclinic.com,yes,ok,https://invictuswellnessclinic.com,medspa,"semaglutide, tirzepatide",7
