vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
"Addis Health and Wellness Center in Alexandria, VA",addishealthva.com,info@addishealthva.com,qabdulahad00@gmail.com; info@addishealthva.com,yes,ok,https://addishealthva.com,medspa,"semaglutide, tirzepatide, nad+",8
Advanced Wellness MD,advancedwellmd.com,info@advancedwellmd.com,info@advancedwellmd.com,yes,ok,https://advancedwellmd.com,medspa,,2
"The Aesthetic Lounge in Knoxville, TN",aestheticloungeknox.com,admin@aestheticloungeknox.com,admin@aestheticloungeknox.com,yes,ok,https://aestheticloungeknox.com,medspa,GLP-1 weight loss peptides,4
Affinity Whole Health,affinitywholehealth.com,help@affinitywholehealth.com,help@affinitywholehealth.com,yes,ok,https://affinitywholehealth.com,medspa,"semaglutide, nad+, sermorelin, glutathione, tirzepatide",15
Noydeen Med Spa of Conway Arkansas,allbodyhw.com,contact@allbodyhw.com,contact@allbodyhw.com,yes,ok,https://allbodyhw.com,medspa,"semaglutide, tirzepatide",7
Uplift Aesthetics,allurecontourmedspa.com,allurecontourclinic@gmail.com,allurecontourclinic@gmail.com,yes,ok,https://allurecontourmedspa.com,medspa,GLP-1 weight loss peptides,6
Alphaboost Wellness,alphaboostwellness.com,info@alphaboostwellness.com,info@alphaboostwellness.com,yes,ok,https://alphaboostwellness.com,medspa,GLP-1 weight loss peptides,6
Anastasi Aesthetics,anastasiaesthetics.com,aanastasi8@gmail.com,aanastasi8@gmail.com; anastasiaesthetics8@gmail.com,yes,ok,https://anastasiaesthetics.com,medspa,"semaglutide, tirzepatide, nad+",7
"Angelic Functional Medicine and Spa in Weslaco, TX",angelicfunctionalmedicinespa.com,angelicmedspa1@gmail.com,angelicmedspa1@gmail.com,yes,ok,https://angelicfunctionalmedicinespa.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",13
Center for Anti-Aging Aesthetic and Rejuvenation Medicine: Yale ( Yoel,antiagingim.com,antiagingflorida@gmail.com,antiagingflorida@gmail.com,yes,ok,https://antiagingim.com,medspa,oxytocin,6
Anti Aging and Functional Medicine,antiagingraleigh.com,staff@antiagingraleigh.com,staff@antiagingraleigh.com,yes,ok,https://antiagingraleigh.com,medspa,nad+,6
Apex Urology & Aesthetics,apexuro.com,apex@apexuro.com,apex@apexuro.com,yes,ok,https://apexuro.com,medspa,,1
"Arukah Functional Wellness in Wooster, OH",arukahwooster.com,support@arukahwooster.com,support@arukahwooster.com,yes,ok,https://arukahwooster.com,medspa,"nad+, glutathione",3
Live Healthy Functional Medicine,augustaa2m.com,stojino@augustaa2m.com,stojino@augustaa2m.com,yes,ok,https://augustaa2m.com,medspa,"nad+, glutathione",4
"Aura IV & Wellness in Tracy, CA",auraivw.com,info@auraivw.com,info@auraivw.com,yes,ok,https://auraivw.com,medspa,"nad+, glutathione",3
BelCorpo MedSpa Ballantyne,belcorpomedspa.com,contact@belcorpomedspa.com,contact@belcorpomedspa.com,yes,ok,https://belcorpomedspa.com,medspa,"bpc-157, ipamorelin, tesamorelin, cjc-1295",6
Bellissimo Aesthetics,bellissimoaestheticswi.com,beautiful@bellissimoaestheticswi.com,impallari@gmail.com; beautiful@bellissimoaestheticswi.com,yes,ok,https://bellissimoaestheticswi.com/contact-us,medspa,"semaglutide, tirzepatide, glutathione",9
Hawaii Natural Therapy,bestoahumassage.com,info@bestoahumassage.com,info@bestoahumassage.com,yes,ok,https://bestoahumassage.com,medspa,oxytocin,1
"Be Well By Mia in Youngstown, OH",bewellbymia.com,bewellbymia@gmail.com,bewellbymia@gmail.com,yes,ok,https://bewellbymia.com,medspa,,3
Beyond Wellness,beyondwellness.io,hello@beyondwellness.io,hello@beyondwellness.io,yes,ok,https://beyondwellness.io,medspa,"bpc-157, tb-500, nad+, ipamorelin, tesamorelin, cjc-1295",21
Beyond Wellness Hillcrest,beyondwellnessar.com,info@beyondwellnessar.com,info@beyondwellnessar.com,yes,ok,https://beyondwellnessar.com,medspa,,3
Remedy Functional Medicine LLC,bioloungepdx.com,info@bioloungepdx.com,info@bioloungepdx.com,yes,ok,https://bioloungepdx.com,medspa,,3
BioMD Balance Solutions,biomdbalance.com,biomdbalancesolutions@gmail.com,biomdbalancesolutions@gmail.com,yes,ok,https://biomdbalance.com,medspa,"bpc-157, thymosin beta-4, thymosin alpha-1, ipamorelin, tesamorelin, cjc-1295",13
Blu Aesthetics,blu-aesthetics.com,info@blu-aesthetics.com,info@blu-aesthetics.com,yes,ok,https://blu-aesthetics.com/contact,medspa,GLP-1 weight loss peptides,3
"Blue Alchemy IV Hydration+Wellness Infusions in Evans, GA",bluealchemywellness.com,hello@bluealchemywellness.com,hello@bluealchemywellness.com,yes,ok,https://bluealchemywellness.com,medspa,"semaglutide, tirzepatide, nad+",7
BodyLogicMD of Saint Louis,bodylogicmd.fit,wellness@bodylogicmd.com,wellness@bodylogicmd.com,yes,ok,https://bodylogicmd.fit,vendor,,1
Boston Testosterone Clinic PRO,boston.testosteroneclinicpro.com,info@testosteroneclinicpro.com,info@testosteroneclinicpro.com,yes,ok,https://boston.testosteroneclinicpro.com,medspa,"sermorelin, glutathione, oxytocin",5
Boston Direct Health,bostondirecthealth.com,info@bostondirecthealth.com,info@bostondirecthealth.com,yes,ok,https://bostondirecthealth.com,medspa,,3
BouncebackIV Medspa,bouncebackiv.com,info@bouncebackiv.com,info@bouncebackiv.com,yes,ok,https://bouncebackiv.com,medspa,GLP-1 weight loss peptides,3
Calla Medspa,calla-medspa.com,info@calla-medspa.com,info@calla-medspa.com,yes,ok,https://calla-medspa.com,medspa,,1
Center for Modern Aging,centerformodernaging.com,centerformodernaging@gmail.com,centerformodernaging@gmail.com; centermordernaging@gmail.com; centermodernaging@gmail.com,yes,ok,https://centerformodernaging.com,medspa,,2
"Clarus Health: Ketamine and NAD clinic in San Francisco, CA",clarus-health.com,info@clarus-health.com,info@clarus-health.com,yes,ok,https://clarus-health.com,medspa,nad+,4
"DRIPwoRX of Clemson; IV Vitamin Therapy in Clemson, SC",clemson.dripworx.com,hello@dripworx.com,hello@dripworx.com,yes,ok,https://clemson.dripworx.com,medspa,"nad+, glutathione",5
Clinic For Him,clinicforhim.com,contact@clinicforhim.com,contact@clinicforhim.com,yes,ok,https://clinicforhim.com,medspa,,1
Center for Men's Health Rhode Island,cmh-ri.com,info@cmh-ri.com,info@cmh-ri.com,yes,ok,https://cmh-ri.com,medspa,GLP-1 weight loss peptides,4
Continuum Men’s Health,continuummenshealth.com,support@continuummenshealth.com,support@continuummenshealth.com,yes,ok,https://continuummenshealth.com,medspa,,1
"Cosmetic Confidence MedSpa & Wellness Center of Hudson Valley, NY",cosmeticconfidenceny.com,info@cosmeticconfidenceny.com,info@cosmeticconfidenceny.com,yes,ok,https://cosmeticconfidenceny.com,medspa,"semaglutide, tirzepatide",4
Cryotherapy Indy,cryotherapyindy.com,info@cryotherapyindy.com,info@cryotherapyindy.com,yes,ok,https://cryotherapyindy.com/about,medspa,,1
"Crystal IV Hydration & Aesthetics in Houston, TX",crystaliva.com,admin@crystaliva.com,admin@crystaliva.com,yes,ok,https://crystaliva.com,medspa,nad+,4
Dallas Men's Health,dallasmenshealth.com,info@dallasmenshealth.com,info@dallasmenshealth.com,yes,ok,https://dallasmenshealth.com/contact,medspa,GLP-1 weight loss peptides,3
"Desert City Wellness in El Paso, TX",desertcitywellness.com,desertcitywellness@gmail.com,desertcitywellness@gmail.com,yes,ok,https://desertcitywellness.com,medspa,,1
DevotedDOc Suboxone and General Medicine Lakeland,devoteddoc.com,contact@devoteddoc.com,contact@devoteddoc.com,yes,ok,https://devoteddoc.com,medspa,,1
"D'Luxe Beauty and Wellness Spa, LLC. in Spartanburg, SC",dluxebeautyandwellnessspa.com,info@dluxebeautyandwellnessspa.com,info@dluxebeautyandwellnessspa.com,yes,ok,https://dluxebeautyandwellnessspa.com,medspa,"semaglutide, glutathione",5
Hormones & Holistic Healthcare,drdebmckay.com,admin@drdebmckay.com,admin@drdebmckay.com,yes,ok,https://drdebmckay.com,medspa,GLP-1 weight loss peptides,3
"Drip Wellness, PLLC in Mill Creek, WA",drip-wellness.com,info@drip-wellness.com,info@drip-wellness.com,yes,ok,https://drip-wellness.com,medspa,"nad+, glutathione",3
"Dr. Fusion IV Therapy & Wellness in Lakeland, FL",driploungebydrfusion.com,drfusion23@gmail.com,drfusion23@gmail.com,yes,ok,https://driploungebydrfusion.com,medspa,,1
"Drip Suites IV Hydration & Vitamin Therapy in Jurupa Valley, CA",dripsuites.us,support@dripsuites.us,support@dripsuites.us; jurupavalley@dripsuites.us; %20jenndripsuites@gmail.com; jenndripsuites@gmail.com; torrance@dripsuites.us; upland@dripsuites.us; coloradosprings@dripsuites.us; fontana@dripsuites.us,yes,ok,https://dripsuites.us,medspa,"tirzepatide, nad+, glutathione",11
"Drip Vibe Wellness in Winter Park, FL",dripvibewellness.com,info@dripvibewellness.com,info@dripvibewellness.com,yes,ok,https://dripvibewellness.com,medspa,,2
"Drip With Gee in Baldwin, NY",dripwithgee.com,info@dripwithgee.com,info@dripwithgee.com,yes,ok,https://dripwithgee.com/contact-us,medspa,,1
"Expect Wellness: Rachel Hall, MD",drrachelhall.com,reception@drrachelhall.com,reception@drrachelhall.com,yes,ok,https://drrachelhall.com,medspa,,2
Jean Donati Acupuncture,drweng.com,advancedmedicine24@gmail.com,advancedmedicine24@gmail.com,yes,ok,https://drweng.com,medspa,"semaglutide, tirzepatide",5
Dunham Integrative Health and Aesthetics,dunhamintegrativefh.com,ifhcommunications@dunhamintegrativefh.com,impallari@gmail.com; ifhcommunications@dunhamintegrativefh.com,yes,ok,https://dunhamintegrativefh.com,medspa,"semaglutide, nad+, glutathione",4
"Elevate Medical Center in Kent, WA",elevatemedcenter.com,elevatemedicalcenter@outlook.com,elevatemedicalcenter@outlook.com,yes,ok,https://elevatemedcenter.com,medspa,"semaglutide, nad+",7
ElevateMuà,elevatemua.com,info@elevatemua.com,info@elevatemua.com,yes,ok,https://elevatemua.com,medspa,nad+,1
"Elevate You Dayton in Beavercreek, OH",elevateyoudayton.com,info@elevateyoudayton.com,drjustin@elevateyoudayton.com; info@elevateyoudayton.com,yes,ok,https://elevateyoudayton.com,medspa,,3
Elevation Wellness,elevation-wellness.com,info@elevation-wellness.com,info@elevation-wellness.com,yes,ok,https://elevation-wellness.com,medspa,nad+,5
"Elevation Wellness & Infusion in Evanston, WY",elevationwellnessandinfusion.com,elevationinfusion@gmail.com,elevationinfusion@gmail.com,yes,ok,https://elevationwellnessandinfusion.com,medspa,nad+,2
"Elivate Med Spa and Wellness in Greenwich, CT",elivatemedspa.com,info@elivatemedspa.com,info@elivatemedspa.com,yes,ok,https://elivatemedspa.com,medspa,,3
"Elivate Wellness + Aesthetics in Southfield, MI",elivatewellnessco.com,info@elivatewellnessco.com,info@elivatewellnessco.com,yes,ok,https://elivatewellnessco.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",9
ELIXIUM HEALTH,elixiumhealth.com,info@elixiumhealth.com,info@elixiumhealth.com,yes,ok,https://elixiumhealth.com,medspa,,1
El Paso Wellness Associates,elpasowellnessassociates.com,elpasowellnessassociates@gmail.com,elpasowellnessassociates@gmail.com,yes,ok,https://elpasowellnessassociates.com,medspa,GLP-1 weight loss peptides,4
Eluma Laser and Aesthetics,elumalaser.com,eluma@elumalaser.com,eluma@elumalaser.com,yes,ok,https://elumalaser.com,medspa,GLP-1 weight loss peptides,3
"Empire Aesthetic Center in Bakersfield, CA",empireaestheticcenter.com,info@empireaestheticcenter.com,info@empireaestheticcenter.com,yes,ok,https://empireaestheticcenter.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
"Enhanced Lifestyle Healthcare IV Therapy and Spa in Lakeland, FL",enhancedlifestylespa.com,medspa.manager@enhancedlifestylespa.com,medspa.manager@enhancedlifestylespa.com,yes,ok,https://enhancedlifestylespa.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",11
Enhance U Med Spa,enhanceutoday.com,sylvia@enhanceutoday.com,sylvia@enhanceutoday.com,yes,ok,https://enhanceutoday.com,medspa,GLP-1 weight loss peptides,2
"Enliven You Aesthetics and Wellness in Dallas, TX",enlivenyouaesthetics.com,cinthia@enlivenyouaesthetics.com,cinthia@enlivenyouaesthetics.com,yes,ok,https://enlivenyouaesthetics.com,medspa,"nad+, glutathione",3
Evergreen Factor,evergreenfactor.com,info@evergreenfactor.com,impallari@gmail.com; info@evergreenfactor.com,yes,ok,https://evergreenfactor.com,medspa,"nad+, glutathione",3
Evollon Medspa & Wellness,evollon.com,info@evollon.com,info@evollon.com,yes,ok,https://evollon.com,medspa,nad+,3
Dr. Stem Cell,evolveantiaging.com,connect@evolveantiaging.com,connect@evolveantiaging.com,yes,ok,https://evolveantiaging.com,medspa,semaglutide,8
Metabolic Research Center,evolvewellnessmuncie.com,info@evolvewellnessmuncie.com,info@evolvewellnessmuncie.com,yes,ok,https://evolvewellnessmuncie.com,medspa,GLP-1 weight loss peptides,5
Spano Health & Wellness,faceitbotoxbar.com,ryann@faceitbotoxbar.com,ryann@faceitbotoxbar.com,yes,ok,https://faceitbotoxbar.com,medspa,semaglutide,5
Fitshop Med Spa,fitshopnm.com,nutrishop.fitshop@yahoo.com,nutrishop.fitshop@yahoo.com,yes,ok,https://fitshopnm.com,medspa,GLP-1 weight loss peptides,2
"Florida Integrative Medical Center in Sarasota, FL",flimc.com,info@flimc.com,info@flimc.com,yes,ok,https://flimc.com,medspa,"nad+, glutathione",3
"Forever Young IV Bar in Plano, TX",foreveryoungivbar.com,wanda@foreveryoungivbar.com,wanda@foreveryoungivbar.com; mccook@foreveryoungivbar.com,yes,ok,https://foreveryoungivbar.com,medspa,"semaglutide, sermorelin, glutathione",6
Functional Wellness Solutions,futurehopetotalhealth.com,futurehopemanagement@gmail.com,futurehopemanagement@gmail.com,yes,ok,https://futurehopetotalhealth.com,medspa,,2
BOTOXD BEAUTY CO.,getbotoxd.com,getbotoxd@gmail.com,getbotoxd@gmail.com,yes,ok,https://getbotoxd.com,medspa,nad+,6
"Glow Lab Medical Spa & Aesthetics in Monroe, MI",glowlabmedicalspa.com,hello@glowlabmedicalspa.com,hello@glowlabmedicalspa.com,yes,ok,https://glowlabmedicalspa.com,medspa,"semaglutide, tirzepatide",6
Glow Medical Aesthetics,glowmedicaltulsa.com,info@glowmedicaltulsa.com,info@glowmedicaltulsa.com; glowmedicaltulsa@gmail.com,yes,ok,https://glowmedicaltulsa.com,medspa,GLP-1 weight loss peptides,5
Glow Medspa Houston,glowmedspa.com,info@glowmedspa.com,contact@glowmedspa.com; colleyville@glowmedspa.com; mckinney@glowmedspa.com; houston@glowmedspa.com; info@glowmedspa.com,yes,ok,https://glowmedspa.com/contact-us,medspa,semaglutide,1
"Grace Concierge And Wellness Services, PLLC/Grace Wellness & Aesthetic",graceaestheticsstudiopllc.com,lataracraddock@graceaestheticsstudiopllc.com,lataracraddock@graceaestheticsstudiopllc.com,yes,ok,https://graceaestheticsstudiopllc.com,medspa,"semaglutide, tirzepatide",7
"Happy Health and Wellness Clinic in Knoxville, TN",happyhealthwellness.com,info@happyhealthwellness.com,info@happyhealthwellness.com; marketing@happyhealthwellness.com,yes,ok,https://happyhealthwellness.com,medspa,"nad+, glutathione",10
Harmony Hormone Therapy,harmonyhormonetherapy.com,kim@harmonyhormonetherapy.com,kim@harmonyhormonetherapy.com,yes,ok,https://harmonyhormonetherapy.com,medspa,"semaglutide, tirzepatide",8
Heal Clinic,healclinictx.com,office@healclinictx.com,office@healclinictx.com,yes,ok,https://healclinictx.com,medspa,,1
The Studio Med Spa,healioslasertherapy.com,info@healioslasertherapy.com,info@healioslasertherapy.com,yes,ok,https://healioslasertherapy.com,medspa,,1
Holistic Health Code: Holistic Health + Functional Medicine Clinic in,holistichealthcode.com,hello@holistichealthcode.com,hello@holistichealthcode.com; support@holistichealthcode.com,yes,ok,https://holistichealthcode.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",5
Florida Center for Hormones and Wellness,hormonesandwellness.com,info@hormonesandwellness.com,info@hormonesandwellness.com,yes,ok,https://hormonesandwellness.com,medspa,"semaglutide, tirzepatide",7
"House of Hormones and Weight Loss in North Port, FL",houseofhormonesandweightloss.com,kelseyaprn.houseofhormones@gmail.com,kelseyaprn.houseofhormones@gmail.com,yes,ok,https://houseofhormonesandweightloss.com,medspa,nad+,3
"Hydration Medic Mobile and IV Spa in Scarsdale, NY",hydrationmedicny.com,hydrationmedicny@gmail.com,hydrationmedicny@gmail.com,yes,ok,https://hydrationmedicny.com,medspa,"nad+, glutathione",5
"HydraVive Wellness in Sacramento, CA",hydravivewellness.com,hello@hydravivewellness.com,hello@hydravivewellness.com,yes,ok,https://hydravivewellness.com,medspa,nad+,2
Skin Refine Medspa,ilaramedspa.com,info@ilaramedspa.com,info@ilaramedspa.com; hello@ilaramedspa.com,yes,ok,https://ilaramedspa.com,medspa,,1
ilLumin8skin,illumin8skin.com,patti@illumin8skin.com,patti@illumin8skin.com,yes,ok,https://illumin8skin.com,medspa,"semaglutide, tirzepatide",7
Summit IV,illuminationwh.com,info@illuminationwh.com,info@illuminationwh.com,yes,ok,https://illuminationwh.com,medspa,GLP-1 weight loss peptides,2
Ilyne Med Spa,ilynems.com,info@ilynems.com,info@ilynems.com,yes,ok,https://ilynems.com,medspa,glutathione,2
"Infuse IV Wellness in Edina, MN",infuse.health,jenn@infuse.health,jenn@infuse.health,yes,ok,https://infuse.health,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin alpha-1, nad+",24
"Infuze MD in Pleasanton, CA",infuzemd.com,info@infuzemd.com,info@infuzemd.com,yes,ok,https://infuzemd.com,medspa,"thymosin alpha-1, nad+, glutathione",6
Instadrip IV,instadrip.com,team@instadrip.io,team@instadrip.io,yes,ok,https://instadrip.com,medspa,"nad+, glutathione",5
The Institute of Vitality,instituteofvitality.com,health@instituteofvitality.madebyaura.dev,health@instituteofvitality.madebyaura.dev,yes,ok,https://instituteofvitality.com,medspa,sermorelin,8
Integrative Medicine NW,integrativemedicinenw.com,info@integrativemedicinenw.com,info@integrativemedicinenw.com,yes,ok,https://integrativemedicinenw.com,medspa,,2
"Internal Medicine & Aesthetics by Dr Romero in St. Cloud, FL",internalmedicineandaesthetics.com,contact@internalmedicineandaesthetics.com,contact@internalmedicineandaesthetics.com,yes,ok,https://internalmedicineandaesthetics.com,medspa,"semaglutide, tirzepatide, glutathione",5
Invite Wellness,invitewellnesshealth.com,info@invitewellnesshealth.com,invitewellnesshealth@gmail.com; info@invitewellnesshealth.com,yes,ok,https://invitewellnesshealth.com,medspa,semaglutide,5
"IVRevive in Roslyn, NY",iv-revive.com,info@iv-revive.com,info@iv-revive.com,yes,ok,https://iv-revive.com,medspa,"semaglutide, tirzepatide, nad+",10
"IV Bungalow in Long Beach, CA",ivbungalow.com,info@ivbungalow.com,info@ivbungalow.com,yes,ok,https://ivbungalow.com,medspa,"nad+, glutathione",4
IV Drip 2 U Mobile IV Therapy,ivdrip2u.com,info@ivdrip2u.com,info@ivdrip2u.com; hello@ivdrip2u.com,yes,ok,https://ivdrip2u.com,medspa,glutathione,3
Mia's Medical Spa,ivdripandmedicalspa.com,miasmedicalspa@gmail.com,miasmedicalspa@gmail.com,yes,ok,https://ivdripandmedicalspa.com,medspa,,1
"IV Hydration & Wellness Lounge in Corona, CA",ivhwlounge.com,contact@ivhwlounge.com,contact@ivhwlounge.com,yes,ok,https://ivhwlounge.com,medspa,"nad+, glutathione",3
IV Hydrate Cafe,ivhydratecafe.com,info@ivhydratecafe.com,impallari@gmail.com; info@ivhydratecafe.com; ivhydratecafe@gmail.com,yes,ok,https://ivhydratecafe.com,medspa,"nad+, glutathione",3
hydr.ate,ivhydratellc.com,info@ivhydratellc.com,info@ivhydratellc.com,yes,ok,https://ivhydratellc.com,medspa,glutathione,2
Model Wellness,ivtherapy2go.com,info@ivtherapy2go.com,info@ivtherapy2go.com,yes,ok,https://ivtherapy2go.com,medspa,,1
"The Lab Wellness Lounge Westwood in Westwood, MA",ivvitamininfusionwellnesswestwood.org,ivvitamininfusionwellness@gmail.com,ivvitamininfusionwellness@gmail.com,yes,ok,https://ivvitamininfusionwellnesswestwood.org,medspa,"semaglutide, glutathione",4
QC Kinetix (Maplewood),ivwellnessbeautyspa.com,zoualyang@gmail.com,zoualyang@gmail.com,yes,ok,https://ivwellnessbeautyspa.com,medspa,,1
"Ivy Infusion and Wellness in Roselle, IL",ivyinfusionwellness.com,contact@ivyinfusionwellness.com,contactivyinfusion@gmail.com; contact@ivyinfusionwellness.com,yes,ok,https://ivyinfusionwellness.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",8
IZO Aesthetics & Wellness,izoaesthetics.zoca.com,izomedspa@gmail.com,izomedspa@gmail.com,yes,ok,https://izoaesthetics.zoca.com,medspa,GLP-1 weight loss peptides,4
"Jacobs IV Hydration in Knoxville, TN",jacobsivhydration.com,info@jacobsivhydration.com,info@jacobsivhydration.com,yes,ok,https://jacobsivhydration.com,medspa,glutathione,2
