vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
208 Med Spa &amp; IV Lounge,208medspa.com,info@208medspa.com,info@208medspa.com,yes,ok,https://208medspa.com,medspa,glutathione,3
A Better You MedSpa,abetteryoumedspa.com,contact@abetteryoumedspa.com,contact@abetteryoumedspa.com,yes,ok,https://abetteryoumedspa.com,medspa,GLP-1 weight loss peptides,2
Aestheticus NY Medical Spa,aestheticusny.com,admin@aestheticusny.com,admin@aestheticusny.com,yes,ok,https://aestheticusny.com,medspa,"semaglutide, nad+, glutathione",5
Ageless Medical Aesthetics,agelessmed.com,info@agelessmed.com,info@agelessmed.com,yes,ok,https://agelessmed.com,medspa,semaglutide,2
Ageless Med Spa,agelessms.com,info@agelessms.com,info@agelessms.com,yes,ok,https://agelessms.com,medspa,glutathione,1
Alabama Vein &amp; Restoration Medspa,alabamaveincenter.com,info@alabamaveincenter.com,info@alabamaveincenter.com,yes,ok,https://alabamaveincenter.com,medspa,,2
Alchemy Clinic,alchemyclinic.com,info@alchemyclinic.com,info@alchemyclinic.com,yes,ok,https://alchemyclinic.com,medspa,GLP-1 weight loss peptides,5
Alohi Med Spa,alohimedspa.com,aloha@alohimedspa.com,aloha@alohimedspa.com,yes,ok,https://alohimedspa.com/contact,medspa,"semaglutide, tirzepatide",10
Altera Aesthetix,alteraaesthetix.com,appointments@alteraaesthetix.com,appointments@alteraaesthetix.com,yes,ok,https://alteraaesthetix.com,medspa,semaglutide,5
Amada Med Spa,amadamedspa.net,amadamedspa@gmail.com,amadamedspa@gmail.com,yes,ok,https://amadamedspa.net,medspa,GLP-1 weight loss peptides,3
Amore Beautiful You Med Spa,amorebeautifulyoumedspa.com,info@amorebeautifulyoumedspa.com,info@amorebeautifulyoumedspa.com,yes,ok,https://amorebeautifulyoumedspa.com,medspa,GLP-1 weight loss peptides,3
A New Creation Clinic and Medi-Spa,anewcreationclinicandmedispa.com,anewcreationclinicandmedispa@outlook.com,anewcreationclinicandmedispa@outlook.com,yes,ok,https://anewcreationclinicandmedispa.com,medspa,,2
AnewU Medical Spa,anewumedicalspa.com,info@anewumedicalspa.com,info@anewumedicalspa.com,yes,ok,https://anewumedicalspa.com,medspa,semaglutide,2
Artemis Medical Spa,artemismedicalspa.com,info@artemismedicalspa.com,info@artemismedicalspa.com,yes,ok,https://artemismedicalspa.com,medspa,"tirzepatide, nad+",6
Aspire Med Spa,aspirealaska.com,medspa@aspirealaska.com,medspa@aspirealaska.com,yes,ok,https://aspirealaska.com,medspa,semaglutide,3
AtriaWell,atriawell.com,info@atriawell.com,info@atriawell.com,yes,ok,https://atriawell.com,medspa,"semaglutide, tirzepatide",11
Audubon Aesthetics,audubonaesthetics.com,audubonaesthetics@gmail.com,audubonaesthetics@gmail.com,yes,ok,https://audubonaesthetics.com,medspa,GLP-1 weight loss peptides,4
Avere Beauty,averebeauty.com,info@averebeauty.com,info@averebeauty.com,yes,ok,https://averebeauty.com,medspa,"semaglutide, tirzepatide",4
Awaken Face and Body Wellness,awakenfacebodywellness.com,awakenwellnessstl@gmail.com,awakenwellnessstl@gmail.com,yes,ok,https://awakenfacebodywellness.com,medspa,"semaglutide, tirzepatide, retatrutide",14
Azia Medical Spa,aziamedispa.com,theaziaexperience@gmail.com,theaziaexperience@gmail.com,yes,ok,https://aziamedispa.com,medspa,,2
BAM Wellness,bamwellness.com,info@bam-wellness.com,info@bam-wellness.com,yes,ok,https://bamwellness.com,medspa,,1
Bare Medispa,baremedispa.com,baremedispa@gmail.com,baremedispa@gmail.com,yes,ok,https://baremedispa.com,medspa,"nad+, glutathione",4
BEAU Aesthetics &amp; Wellness,beaumontana.com,info@beaumontana.com,info@beaumontana.com,yes,ok,https://beaumontana.com,medspa,GLP-1 weight loss peptides,4
Beautiful Body and Beyond,beautifulbodyandbeyond.com,contact@beautifulbodyandbeyond.com,contact@beautifulbodyandbeyond.com,yes,ok,https://beautifulbodyandbeyond.com,medspa,"semaglutide, tirzepatide, nad+",11
Beautiful You Medical Spa,beautifulyoumedspa.com,info@beautifulyoumedspa.com,info@beautifulyoumedspa.com,yes,ok,https://beautifulyoumedspa.com,medspa,,1
Bella Bliss Med Spa,bellablissmedspa.com,rachael@bellablissmedspa.com,rachael@bellablissmedspa.com,yes,ok,https://bellablissmedspa.com,medspa,"nad+, glutathione",5
Bella Vita Aesthetics &amp; Wellness,bellavitaaestheticsandwellness.com,bellavitaaesthetics01@gmail.com,bellavitaaesthetics01@gmail.com,yes,ok,https://bellavitaaestheticsandwellness.com,medspa,GLP-1 weight loss peptides,3
Be Medispa,bemedispa.com,doctor@bemedispa.com,doctor@bemedispa.com,yes,ok,https://bemedispa.com,medspa,GLP-1 weight loss peptides,3
Beyond Wellness,beyondwellnessar.com,info@beyondwellnessar.com,info@beyondwellnessar.com,yes,ok,https://beyondwellnessar.com,medspa,,3
Blooming Lemon Wellness &amp; Aesthetics,blooming-lemon.com,info@bloominglemon.com,info@bloominglemon.com,yes,ok,https://blooming-lemon.com,medspa,"nad+, sermorelin",4
Bloom Med Spa,bloommedspamn.com,bloommedspa@outlook.com,bloommedspa@outlook.com,yes,ok,https://bloommedspamn.com,medspa,,1
